,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2]
444,2/09/2020,13:00,2.54,44.94,13.58,12.05775,56.44545455
445,2/09/2020,13:05,2.39,41.78,13.55,11.98278636,50.21272727
446,2/09/2020,13:10,2.06,37.39,13.3,11.84678182,49.50545455
447,2/09/2020,13:15,1.9,34.74,13.14,11.774375,48.93181818
448,2/09/2020,13:20,2.09,38.41,13.01,11.79928409,47.33181818
449,2/09/2020,13:25,2.66,48.13,12.91,11.75494091,47.42363636
450,2/09/2020,13:30,3.38,62.78,13.0,11.61617727,49.69272727
451,2/09/2020,13:35,3.17,60.64,12.87,11.50769545,52.24909091
452,2/09/2020,13:40,2.68,54.67,12.63,11.42204773,54.73545455
453,2/09/2020,13:45,2.16,47.86,12.84,11.35330909,57.00363636
454,2/09/2020,13:50,2.3,50.32,12.82,11.32981591,57.79181818
455,2/09/2020,13:55,3.64,69.9,12.74,11.25453409,58.77727273
456,2/09/2020,14:00,3.67,69.9,13.13,11.20867955,59.51909091
457,2/09/2020,14:05,3.38,64.74,13.11,11.12567273,62.96727273
458,2/09/2020,14:10,3.01,59.69,13.07,11.00655455,69.41454545
459,2/09/2020,14:15,2.46,47.08,12.99,10.87645227,74.41
460,2/09/2020,14:20,3.28,58.97,12.38,10.76577045,78.13727273
461,2/09/2020,14:25,3.96,70.94,12.72,10.73615682,80.43727273
462,2/09/2020,14:30,5.65,98.57,13.0,10.70111818,83.29818182
463,2/09/2020,14:35,7.39,125.59,13.27,10.62886818,86.65272727
464,2/09/2020,14:40,5.89,102.81,12.92,10.562225,91.19181818
465,2/09/2020,14:45,5.2,91.32,12.73,10.49521818,98.05818182
466,2/09/2020,14:50,5.41,95.2,13.11,10.53258182,104.5672727
467,2/09/2020,14:55,5.69,101.37,13.61,10.56089545,110.67818179999999
468,2/09/2020,15:00,5.64,101.64,13.33,10.661475,112.31
469,2/09/2020,15:05,6.1,109.62,13.71,10.821025,111.5990909
470,2/09/2020,15:10,6.96,122.61,14.33,11.0146,112.56
471,2/09/2020,15:15,7.62,130.57,14.76,11.29132045,112.1172727
472,2/09/2020,15:20,8.18,138.16,14.88,11.58433864,109.5281818
473,2/09/2020,15:25,6.9,116.52,14.6,11.85973182,105.76181820000001
474,2/09/2020,15:30,6.76,117.77,14.81,12.13815,102.9763636
475,2/09/2020,15:35,6.61,113.38,15.34,12.37404091,102.0018182
476,2/09/2020,15:40,4.67,86.45,15.64,12.59124091,102.46727270000001
477,2/09/2020,15:45,3.28,66.72,15.55,12.79347955,106.2536364
478,2/09/2020,15:50,3.05,59.94,15.5,13.07306364,109.9381818
479,2/09/2020,15:55,4.06,71.0,15.55,13.40338864,113.1990909
480,2/09/2020,16:00,6.04,98.9,16.01,13.73720455,112.6636364
481,2/09/2020,16:05,7.88,127.73,16.86,13.96015455,111.1018182
482,2/09/2020,16:10,11.05,172.22,18.13,12.646082043,111.3281818
483,2/09/2020,16:15,11.84,178.69,19.07,12.665556819,113.68181820000001
484,2/09/2020,16:20,10.38,152.39,19.22,12.676935681,117.2881818
485,2/09/2020,16:25,7.81,111.88,18.32,12.73329,118.9781818
486,2/09/2020,16:30,6.6,96.2,17.32,12.835896138,115.8572727
487,2/09/2020,16:35,6.6,88.94,16.71,12.925546362,109.45818179999999
488,2/09/2020,16:40,7,92.61,16.5,13.006448181,98.52
489,2/09/2020,16:45,7.21,99.61,16.73,13.020036138,85.87181818
490,2/09/2020,16:50,6.05,89.59,16.75,12.955639095,75.28363636
491,2/09/2020,16:55,4.24,64.57,16.32,12.872591595000001,68.45727273
492,2/09/2020,17:00,3.46,57.34,16.02,12.830461362,63.11818182
493,2/09/2020,17:05,2.9,51.9,15.81,12.829250456999999,57.54727273
494,2/09/2020,17:10,1.99,39.56,15.41,12.842044776,50.81545455
495,2/09/2020,17:15,1.75,35.92,15.23,12.8444625,42.85
496,2/09/2020,17:20,1.9,36.79,15.24,12.809714319000001,35.49363636
497,2/09/2020,17:25,1.93,37.47,15.19,12.754877724,30.23818182
498,2/09/2020,17:30,1.27,27.66,15.01,12.696506595,25.39
499,2/09/2020,17:35,0.7,18.56,14.62,13.98147955,20.87181818
500,2/09/2020,17:40,0.31,11.99,14.35,13.80471136,17.41545455
501,2/09/2020,17:45,0.14,8.67,14.1,13.61885909,14.25636364
502,2/09/2020,17:50,0.08,6.76,14.06,13.427425,11.00272727
503,2/09/2020,17:55,0.01,4.01,13.84,13.22322045,7.684545455
504,2/09/2020,18:00,0,2.2,13.06,13.00628409,5.259090909
648,3/09/2020,6:00,0.01,4.78,10.09,10.09074545,7.410909091000001
649,3/09/2020,6:05,0.08,7.17,10.02,10.05681364,9.438181818
650,3/09/2020,6:10,0.17,10.16,10.2,10.02555909,11.83090909
651,3/09/2020,6:15,0.35,13.52,10.34,9.976206818,14.61727273
652,3/09/2020,6:20,0.52,16.75,10.34,9.934281817999999,17.59636364
653,3/09/2020,6:25,0.67,19.91,10.55,9.912977273,21.44545455
654,3/09/2020,6:30,0.85,23.29,10.63,9.932325,26.46090909
655,3/09/2020,6:35,1.06,27.39,10.71,10.01795909,30.65272727
656,3/09/2020,6:40,1.37,32.14,10.67,10.08560455,34.17636364
657,3/09/2020,6:45,1.6,35.08,10.81,10.13071591,38.12272727
658,3/09/2020,6:50,2.33,45.71,11.17,10.20058182,42.45818182
659,3/09/2020,6:55,3.31,59.95,11.82,10.25605909,48.90363636
660,3/09/2020,7:00,2.95,53.28,12.23,10.36330227,56.70636364
661,3/09/2020,7:05,2.58,48.92,12.01,10.55525227,63.90818182
662,3/09/2020,7:10,2.92,56.93,12.03,10.80138409,69.43727273
663,3/09/2020,7:15,3.19,64.44,12.42,10.69380227,93.77909091
664,3/09/2020,7:20,4.39,90.81,13.11,10.76947955,133.6718182
665,3/09/2020,7:25,5.3,109.12,14.17,11.191675,174.1209091
666,3/09/2020,7:30,5.33,106.61,15.0,11.800025,217.4536364
667,3/09/2020,7:35,4.5,92.96,15.05,12.73365455,248.7927273
668,3/09/2020,7:40,12.85,302.84,16.99,13.45265,288.9945455
669,3/09/2020,7:45,22.74,484.53,24.07,12.889210905,323.3890909
670,3/09/2020,7:50,24.12,504.89,28.7,13.405414095,358.5654545
671,3/09/2020,7:55,25.48,529.94,32.03,14.142413862,384.2918182
672,3/09/2020,8:00,18,393.65,31.76,14.043991703,390.89
673,3/09/2020,8:05,25.31,499.15,32.1,14.4685976175,400.49363639999996
674,3/09/2020,8:10,21.79,442.78,32.38,15.187444547,390.9309091
675,3/09/2020,8:15,22.15,477.75,30.06,13.87243977,366.4381818
676,3/09/2020,8:20,17.28,392.11,30.96,14.1078068175,340.3818182
677,3/09/2020,8:25,9.48,179.19,25.89,14.204836365,313.39636360000003
678,3/09/2020,8:30,10.96,198.6,23.45,14.0943255675,301.0354545
679,3/09/2020,8:35,11.22,197.65,23.4,14.2594534125,276.10363639999997
680,3/09/2020,8:40,12.3,215.11,23.58,14.321328412499998,254.9218182
681,3/09/2020,8:45,12.29,218.27,24.27,14.5719579525,231.0345455
682,3/09/2020,8:50,13.2,233.1,25.29,14.2839034125,244.0090909
683,3/09/2020,8:55,14.93,257.68,26.4,14.4712329525,257.3727273
684,3/09/2020,9:00,13.04,224.9,26.98,14.588601135,277.8309091
685,3/09/2020,9:05,12.47,209.78,26.88,14.6401909125,298.0072727
686,3/09/2020,9:10,12.58,214.99,26.51,14.804048865000002,312.7072727
687,3/09/2020,9:15,30.84,534.83,30.66,14.80250625,335.7572727
688,3/09/2020,9:20,19.7,326.19,32.68,14.8203971625,357.63363639999994
689,3/09/2020,9:25,23.02,423.64,31.36,14.9607170475,368.7145455
690,3/09/2020,9:30,24.11,419.59,30.26,14.569973865000001,412.42
691,3/09/2020,9:35,22.18,376.81,30.43,14.524399432500001,442.66272730000003
692,3/09/2020,9:40,25.68,471.82,31.22,14.48881875,482.6027273
693,3/09/2020,9:45,25.46,473.74,32.17,15.0718125,484.8818182
694,3/09/2020,9:50,20.99,379.57,31.81,15.060876134999999,493.8418182
695,3/09/2020,9:55,37.25,705.66,34.47,14.485641480000002,527.7154545
696,3/09/2020,10:00,28.82,542.45,35.36,14.668256249999999,552.4481818
697,3/09/2020,10:05,35.04,654.33,38.07,14.867130682500001,570.7727272999999
698,3/09/2020,10:10,32.23,559.9,39.9,15.100237499999999,573.3218182
699,3/09/2020,10:15,24.61,424.75,35.23,15.2125465875,578.9509091
700,3/09/2020,10:20,44.84,796.25,33.17,15.287031817499999,585.0254545
701,3/09/2020,10:25,38.4,691.65,40.42,15.350371019999999,588.9627272999999
702,3/09/2020,10:30,32.64,578.38,38.89,15.39527898,598.1572727000001
703,3/09/2020,10:35,29.89,499.86,35.41,15.497967615,597.6081818
704,3/09/2020,10:40,31.25,535.66,35.52,15.1902221625,618.9754545
705,3/09/2020,10:45,26.35,446.39,34.74,15.350672730000001,622.1381818
706,3/09/2020,10:50,42.32,748.97,36.59,15.965967615,611.6445455
707,3/09/2020,10:55,36.36,643.59,38.8,16.00359375,602.6136364
708,3/09/2020,11:00,36.82,648.29,39.41,16.066138635,581.8290909
709,3/09/2020,11:05,43.48,794.94,41.85,15.513675,604.9127272999999
710,3/09/2020,11:10,26.83,459.54,38.54,15.798243750000001,601.2972727000001
711,3/09/2020,11:15,38.05,680.82,39.02,15.1450704525,641.7927272999999
712,3/09/2020,11:20,32.8,592.31,38.24,14.824124999999999,667.4363636
713,3/09/2020,11:25,21.12,349.75,33.52,14.680107952500002,673.4272727000001
714,3/09/2020,11:30,42.08,753.78,34.29,14.211277837499999,705.6790909
715,3/09/2020,11:35,29.62,495.89,38.6,13.9848767025,720.59
716,3/09/2020,11:40,49.31,891.84,37.41,13.9211829525,756.4054545
717,3/09/2020,11:45,57.43,1031.05,39.64,14.414740912500001,747.12
718,3/09/2020,11:50,40.24,709.49,38.5,14.9883579525,729.0272727000001
719,3/09/2020,11:55,57.28,1003.06,42.29,15.025621019999999,737.4354545
720,3/09/2020,12:00,52.51,958.96,43.04,15.7109284125,702.82
721,3/09/2020,12:05,47.77,853.51,48.44,15.23009148,698.8936364
722,3/09/2020,12:10,33.61,578.68,43.45,15.254076134999998,701.9290909
