,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
290,3/10/2019,6:00,0.0,2.05,9.41,9.529825,2.1881818180000003,9.529825
291,3/10/2019,6:05,0.0,2.32,9.49,9.474968182000001,2.430909091,9.474968182000001
292,3/10/2019,6:10,0.0,2.79,9.6,9.503097727,2.697272727,9.503097727
293,3/10/2019,6:15,0.0,3.32,9.56,9.549459091000001,2.961818182,9.549459091000001
294,3/10/2019,6:20,0.0,3.72,9.63,9.604711364,3.233636364,9.604711364
295,3/10/2019,6:25,0.01,3.93,9.84,9.677995455,3.5109090910000003,9.677995455
296,3/10/2019,6:30,0.0,3.71,9.86,9.740395455,3.787272727,9.740395455
297,3/10/2019,6:35,0.01,3.97,9.89,9.790002272999999,4.099090909,9.790002272999999
298,3/10/2019,6:40,0.01,3.99,9.97,9.831811364,4.43,9.831811364
299,3/10/2019,6:45,0.02,4.21,10.04,9.878215909,4.759090909,9.878215909
300,3/10/2019,6:50,0.04,4.61,10.23,9.904179545,5.137272727,9.904179545
301,3/10/2019,6:55,0.06,5.09,10.18,9.896343182,5.653636364,9.896343182
302,3/10/2019,7:00,0.08,5.75,10.13,9.869961364,6.315454545,9.869961364
303,3/10/2019,7:05,0.12,6.43,10.16,9.811104545,7.067272727000001,9.811104545
304,3/10/2019,7:10,0.16,6.94,10.17,9.737240909,8.067272727,9.737240909
305,3/10/2019,7:15,0.19,7.88,10.03,9.657090908999999,9.527272727,9.657090908999999
306,3/10/2019,7:20,0.31,9.61,9.91,9.582645455,11.34181818,9.582645455
307,3/10/2019,7:25,0.42,10.99,9.77,9.477963636,13.39636364,9.477963636
