,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
103,1/06/2020,14:35,9.85,153.64,14.12,13.03018182,136.6545455,13.03018182
104,1/06/2020,14:40,9.36,148.13,14.45,12.29415909,129.7,12.29415909
105,1/06/2020,14:45,7.37,118.05,13.72,11.67574091,123.0309091,11.67574091
106,1/06/2020,14:50,6.26,102.73,13.68,11.22846591,117.8409091,11.22846591
107,1/06/2020,14:55,5.81,98.36,13.96,11.22539773,112.0681818,11.22539773
108,1/06/2020,15:00,6.54,111.49,14.07,11.49148864,104.9045455,11.49148864
109,1/06/2020,15:05,7.02,116.63,13.89,11.80844545,96.94909091,11.80844545
110,1/06/2020,15:10,5.68,92.98,15.03,12.10946136,90.33363636,12.10946136
111,1/06/2020,15:15,4.75,80.11,15.48,12.41943636,88.15272727,12.41943636
112,1/06/2020,15:20,3.83,69.3,14.94,12.73433182,88.50363636,12.73433182
113,1/06/2020,15:25,3.43,62.53,14.8,13.05526136,88.66818182,13.05526136
114,1/06/2020,15:30,3.71,66.13,15.2,13.43329773,86.69,13.43329773
115,1/06/2020,15:35,4.45,75.36,15.76,13.859625,82.92272727,13.859625
116,1/06/2020,15:40,5.87,94.06,16.47,12.69036,80.71272727,12.69036
117,1/06/2020,15:45,7.01,106.59,17.25,12.777655905,79.89636364,12.777655905
118,1/06/2020,15:50,6.56,100.17,17.54,12.854630457,80.52181818,12.854630457
119,1/06/2020,15:55,5.63,89.73,17.63,12.934210905,81.93454545,12.934210905
120,1/06/2020,16:00,4.68,75.19,17.44,13.027849775999998,83.30818182,13.027849775999998
121,1/06/2020,16:05,4.12,68.67,17.01,13.126062275999999,84.79454545,13.126062275999999
122,1/06/2020,16:10,4.21,71.13,16.3,13.231973862,85.44090909,13.231973862
123,1/06/2020,16:15,4.57,76.18,16.07,13.345038405,83.15363636,13.345038405
124,1/06/2020,16:20,4.85,78.07,16.2,13.422878181,80.60363636,13.422878181
125,1/06/2020,16:25,5.08,81.24,16.76,13.440554999999998,78.40181818,13.440554999999998
126,1/06/2020,16:30,5.42,91.71,17.41,13.397019542999999,76.98727273,13.397019542999999
127,1/06/2020,16:35,6.01,101.17,17.96,13.365611595,75.81,13.365611595
128,1/06/2020,16:40,4.78,81.43,17.94,13.414344543,74.46909091,13.414344543
129,1/06/2020,16:45,4.09,72.12,17.72,13.493716362,72.32,13.493716362
130,1/06/2020,16:50,3.67,65.51,17.18,13.549753638,69.92363636,13.549753638
131,1/06/2020,16:55,3.37,59.63,16.48,13.571349543,67.03454545,13.571349543
132,1/06/2020,17:00,3.1,55.72,16.27,13.553494775999999,63.16090909,13.553494775999999
133,1/06/2020,17:05,3.11,56.38,16.49,13.504283181,58.76909091,13.504283181
134,1/06/2020,17:10,2.98,52.54,16.39,13.431203180999999,55.54,13.431203180999999
135,1/06/2020,17:15,2.86,51.71,16.16,13.366900224,52.41909091,13.366900224
136,1/06/2020,17:20,2.8,49.46,16.15,13.338550224,49.20090909,13.338550224
137,1/06/2020,17:25,2.84,49.1,16.02,13.372905680999999,45.89545455,13.372905680999999
138,1/06/2020,17:30,3.13,52.86,16.03,13.399398405,42.04818182,13.399398405
139,1/06/2020,17:35,2.62,45.91,16.07,13.364869095,37.65818182,13.364869095
140,1/06/2020,17:40,2.14,37.79,15.99,13.317639543,33.28545455,13.317639543
141,1/06/2020,17:45,1.54,30.11,15.86,13.270481595,28.74454545,13.270481595
142,1/06/2020,17:50,1.13,23.27,15.9,13.192588638,24.35454545,13.192588638
143,1/06/2020,17:55,0.54,13.4,15.43,13.121654319000001,19.98090909,13.121654319000001
145,2/06/2020,6:00,0.42,13.65,9.83,9.664009091,18.79636364,9.664009091
146,2/06/2020,6:05,0.68,19.14,9.93,9.699995455,23.80181818,9.699995455
147,2/06/2020,6:10,1.07,25.83,10.14,9.764984091,29.30636364,9.764984091
148,2/06/2020,6:15,1.46,32.73,10.57,9.857254545,35.20727273,9.857254545
149,2/06/2020,6:20,1.9,40.63,10.93,10.00376591,41.28454545,10.00376591
150,2/06/2020,6:25,2.4,49.31,11.34,10.18228864,47.42090909,10.18228864
151,2/06/2020,6:30,2.9,57.64,11.71,10.389525,53.83545455,10.389525
152,2/06/2020,6:35,3.36,64.94,12.26,10.60423864,60.80454545,10.60423864
153,2/06/2020,6:40,3.6,68.9,12.72,10.83466591,67.79727273,10.83466591
154,2/06/2020,6:45,3.82,72.15,13.27,11.08577273,74.23636364,11.08577273
155,2/06/2020,6:50,4.07,76.71,13.65,11.33943182,80.68181818,11.33943182
156,2/06/2020,6:55,4.52,84.21,14.05,11.64056136,87.02090909,11.64056136
157,2/06/2020,7:00,5.2,95.8,14.4,11.89940455,96.22,11.89940455
158,2/06/2020,7:05,5.63,102.75,14.79,12.17766364,109.4072727,12.17766364
159,2/06/2020,7:10,5.76,103.56,15.28,12.51571136,125.3790909,12.51571136
160,2/06/2020,7:15,6.28,111.53,15.67,12.84438409,148.9645455,12.84438409
161,2/06/2020,7:20,6.7,119.04,16.57,13.458975,169.12818180000005,13.458975
162,2/06/2020,7:25,8.46,158.83,17.34,12.820710681,184.2063636,12.820710681
163,2/06/2020,7:30,10.9,210.0,19.31,13.511035224,198.9590909,13.511035224
164,2/06/2020,7:35,12.9,244.59,21.27,14.277857724,209.4309091,14.277857724
