Fecha,Hora,Potencia [kW],Insolaci�n [W/m�],Temperatura de modulos [�C],Temperatura ambiente [�C],,,,
16/10/2019,10:50:00 AM,40,81,510,84,39,71,18,38781591
16/10/2019,10:55:00 AM,40,92,520,86,36,93,18,28748409
16/10/2019,11:00:00 AM,60,24,794,98,41,3,18,19058636
16/10/2019,11:05:00 AM,66,14,874,1,44,3,18,35763864
16/10/2019,11:10:00 AM,40,46,512,38,40,23,18,62464091
16/10/2019,11:15:00 AM,31,8,385,97,34,31,18,89122045
16/10/2019,11:20:00 AM,28,24,345,41,29,38,18,47530682
16/10/2019,11:25:00 AM,26,27,331,73,27,33,18,44317727
16/10/2019,11:30:00 AM,24,56,305,28,26,6,18,83351818
16/10/2019,11:35:00 AM,21,6,259,71,27,19,13426818,
16/10/2019,11:40:00 AM,19,45,247,25,26,63,18,77243182
16/10/2019,11:45:00 AM,23,4,294,38,28,1,18,54513636
16/10/2019,11:50:00 AM,20,89,256,35,27,98,18,63392045
16/10/2019,11:55:00 AM,15,72,199,48,25,97,18,78854318
16/10/2019,12:00:00 PM,15,16,196,25,3,18,71783636,
16/10/2019,12:05:00 PM,13,85,162,54,24,88,18,18095682
16/10/2019,12:10:00 PM,12,34,157,67,24,39,17,66901818
16/10/2019,12:15:00 PM,9,4,123,36,23,14,17,37267273
16/10/2019,12:20:00 PM,7,78,109,55,21,81,17,10822955
16/10/2019,12:25:00 PM,9,89,142,75,20,54,16,88820682
