Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [°C],Temperatura Ambiente [°C]
10/02/2019,11:20:00 AM,26.58,328.54,28.81,19.13591818
10/02/2019,11:25:00 AM,42.41,570.77,31.7,18.99164091
10/02/2019,11:30:00 AM,32.6,384.61,34.65,19.403425
10/02/2019,11:35:00 AM,18.71,241.81,30.53,19.08891591
10/02/2019,11:40:00 AM,15.67,195.07,26.26,19.60702727
10/02/2019,11:45:00 AM,53.8,704.14,30.64,19.47069773
10/02/2019,11:50:00 AM,32.17,426.13,35.41,19.530225
10/02/2019,11:55:00 AM,28.27,349.15,31.97,19.52691364
10/02/2019,12:00:00 PM,18.01,224.69,31.62,19.57662273
10/02/2019,12:05:00 PM,18.41,238.66,30.71,19.49524318
10/02/2019,12:10:00 PM,22.6,286.04,30.24,18.23740909
10/02/2019,12:15:00 PM,23.74,308.7,28.82,19.18510227
10/02/2019,12:20:00 PM,42.28,562.66,31.4,19.91182727
10/02/2019,12:25:00 PM,27.04,351.17,34.11,20.75423864
10/02/2019,12:30:00 PM,25.31,327.2,32.41,20.49002955
10/02/2019,12:35:00 PM,72.02,1023.26,39.34,20.82907955
10/02/2019,12:40:00 PM,73.01,1031.69,51.71,21.23663182
10/02/2019,12:45:00 PM,44.52,605.7,49.24,21.60677727
10/02/2019,12:50:00 PM,31.75,378.18,42.18,22.25840909
10/02/2019,12:55:00 PM,54.29,730.73,45.16,21.34584545
10/02/2019,01:00:00 PM,31.2,380.52,39.05,20.14108864
10/02/2019,01:05:00 PM,18.74,245.33,33.4,20.53252045
10/02/2019,01:10:00 PM,18.22,243.42,30.77,19.12421364
10/02/2019,01:15:00 PM,15.77,205.8,26.97,17.21544773
10/02/2019,01:20:00 PM,15.37,203.73,19.28,16.06970455
10/02/2019,01:25:00 PM,17.6,220.81,15.7,15.53321818
10/02/2019,01:30:00 PM,22.38,250.16,18.52,14.86901591
10/02/2019,01:35:00 PM,57.83,672.04,24.53,14.41925455
10/02/2019,01:40:00 PM,62.54,781.59,33.96,14.27578864
10/02/2019,01:45:00 PM,42.79,549.97,35.16,14.31315682
10/02/2019,01:50:00 PM,42.2,524.31,32.55,14.95352273
10/02/2019,01:55:00 PM,30.95,354.25,30.89,15.98649091
10/02/2019,02:00:00 PM,26.9,254.48,28.75,17.07163864
10/02/2019,02:05:00 PM,32.74,191.67,27.51,18.56156818
10/02/2019,02:10:00 PM,43.56,173.46,26.33,19.28235
10/02/2019,02:15:00 PM,45,193.76,26,19.54310227
10/02/2019,02:20:00 PM,32.22,223.19,27.14,20.08587727
10/02/2019,02:25:00 PM,15.64,144.11,27.01,20.21017273
10/02/2019,02:30:00 PM,25.87,193.91,25.38,20.27000455
10/02/2019,02:35:00 PM,40.34,248.71,24.57,20.24121364
10/02/2019,02:40:00 PM,19.61,173.1,25.78,20.18380909
10/02/2019,02:45:00 PM,10.08,118.14,25.32,20.19115455
10/02/2019,02:50:00 PM,10.99,130.95,25,20.30298864
10/02/2019,02:55:00 PM,18.17,123.46,25.15,20.11731591
10/02/2019,03:00:00 PM,8.87,98.03,24.15,20.15981136
10/02/2019,03:05:00 PM,10.02,118.12,23.9,20.41303636
10/02/2019,03:10:00 PM,12.22,137.12,24.24,20.26283636
10/02/2019,03:15:00 PM,12.65,99.8,24.36,19.91315909
10/02/2019,03:20:00 PM,5.77,58.03,22.17,19.50345
10/02/2019,03:25:00 PM,4.33,48.45,21.12,19.41007045
10/02/2019,03:30:00 PM,3.19,34.08,20.38,19.36799091
10/02/2019,03:35:00 PM,2.78,36.86,19.7,19.20503864
10/02/2019,03:40:00 PM,6.84,80.8,20.26,18.69323182
10/02/2019,03:45:00 PM,19.19,192.39,22.49,18.00245
10/02/2019,03:50:00 PM,9.89,98.45,23.31,17.36963409
10/02/2019,03:55:00 PM,2.11,24.58,21.3,16.828525
10/02/2019,04:00:00 PM,0.61,12.35,18.67,16.35189545
10/02/2019,04:05:00 PM,1.74,27.27,15.04,16.07866818
10/02/2019,04:10:00 PM,2.83,40.68,14.84,15.89860455
10/02/2019,04:15:00 PM,3.65,50.06,14.95,15.91002045
10/02/2019,04:20:00 PM,5.87,76.21,16.07,15.5492
10/02/2019,04:25:00 PM,9.47,114.17,17.74,15.22703182
10/02/2019,04:30:00 PM,7.99,90.26,18.43,15.09882727
10/02/2019,04:35:00 PM,7.9,90.36,18.59,15.27880227
10/02/2019,04:40:00 PM,6.25,70.68,18.66,15.52789545
10/02/2019,04:45:00 PM,7.16,78.42,18.69,15.81560909
10/02/2019,04:50:00 PM,3.58,43.16,18.36,16.07250227
10/02/2019,04:55:00 PM,2.23,32.05,17.9,16.25210909
10/02/2019,05:00:00 PM,3.49,45.74,17.62,16.21412273
10/02/2019,05:05:00 PM,2.21,29.91,17.23,16.048975
10/02/2019,05:10:00 PM,0.95,16.68,17.03,15.80723636
10/02/2019,05:15:00 PM,0.42,10.8,16.77,15.55986136
10/02/2019,05:20:00 PM,0.08,5.38,16.18,15.23397727
10/02/2019,05:25:00 PM,0.01,4.04,15.21,14.92321818
10/02/2019,05:30:00 PM,0.02,4.41,13.98,14.68704545
10/02/2019,05:35:00 PM,0,1.73,13.76,14.47864773
10/02/2019,05:40:00 PM,0,3.07,13.52,14.26201136
10/02/2019,05:45:00 PM,0,2.69,13.46,14.04985
10/02/2019,05:50:00 PM,0,1.23,13.48,13.86985682
10/02/2019,05:55:00 PM,0,1.06,13.57,13.77499545
10/02/2019,06:00:00 PM,0,1.06,14,13.79668182
10/02/2019,06:05:00 PM,x,1.08,14.14,13.83499545
10/02/2019,06:10:00 PM,x,1.07,14.12,13.91905682
10/02/2019,06:15:00 PM,x,1.07,14.06,14.01111591
10/02/2019,06:20:00 PM,x,1.07,14.07,14.08977045
10/02/2019,06:25:00 PM,x,1.07,14.11,14.14246818
10/02/2019,06:30:00 PM,x,1.07,14.16,14.14698409
10/02/2019,06:35:00 PM,x,1.08,14.38,14.12974091
10/02/2019,06:40:00 PM,x,1.07,14.42,14.11701364
10/02/2019,06:45:00 PM,x,1.07,14.34,14.11337727
10/02/2019,06:50:00 PM,x,1.07,14.15,14.11519545
10/02/2019,06:55:00 PM,x,1.07,14.05,14.10519545
10/02/2019,07:00:00 PM,x,1.07,13.95,14.08974091
10/02/2019,07:05:00 PM,x,1.07,13.98,14.04977045
10/02/2019,07:10:00 PM,x,1.07,14.02,13.97886136
10/02/2019,07:15:00 PM,x,1.07,14.09,13.89977045
10/02/2019,07:20:00 PM,x,1.07,14,13.84161818
10/02/2019,07:25:00 PM,x,1.07,13.99,13.75710227
10/02/2019,07:30:00 PM,x,1.07,13.94,13.65076818
10/02/2019,07:35:00 PM,x,1.07,13.64,13.54625227
10/02/2019,07:40:00 PM,x,1.07,13.47,13.46264545
10/02/2019,07:45:00 PM,x,1.06,13.51,13.37812955
10/02/2019,07:50:00 PM,x,1.06,13.12,13.30270455
10/02/2019,07:55:00 PM,x,1.06,12.78,13.21912727
10/02/2019,08:00:00 PM,x,1.06,12.83,13.11461136
10/02/2019,08:05:00 PM,x,1.06,13.1,13.01918636
10/02/2019,08:10:00 PM,x,1.06,13.16,12.92833636
10/02/2019,08:15:00 PM,x,1.06,13.17,12.85106364
10/02/2019,08:20:00 PM,x,1.05,13.07,12.81015455
10/02/2019,08:25:00 PM,x,1.06,12.79,12.79018409
10/02/2019,08:30:00 PM,x,1.06,12.59,12.76112273
10/02/2019,08:35:00 PM,x,1.05,12.47,12.69206136
10/02/2019,08:40:00 PM,x,1.06,12.66,12.63572727
10/02/2019,08:45:00 PM,x,1.06,12.67,12.61390909
10/02/2019,08:50:00 PM,x,1.05,12.56,12.58569773
10/02/2019,08:55:00 PM,x,1.05,12.51,12.56209091
10/02/2019,09:00:00 PM,x,1.05,12.34,12.55121136
10/02/2019,09:05:00 PM,x,1.05,12.54,12.55302955
10/02/2019,09:10:00 PM,x,1.06,12.93,12.52396818
10/02/2019,09:15:00 PM,x,1.06,12.76,12.49490682
10/02/2019,09:20:00 PM,x,1.05,12.53,12.43399773
10/02/2019,09:25:00 PM,x,1.05,12.47,12.33763409
10/02/2019,09:30:00 PM,x,1.05,12.49,12.25945227
10/02/2019,09:35:00 PM,x,1.05,12.34,12.13490682
10/02/2019,09:40:00 PM,x,1.05,12.35,11.97223864
10/02/2019,09:45:00 PM,x,1.05,11.89,11.82775227
10/02/2019,09:50:00 PM,x,1.05,11.45,11.70229773
10/02/2019,09:55:00 PM,x,1.05,11.48,11.56323636
10/02/2019,10:00:00 PM,x,1.05,11.17,11.40962955
10/02/2019,10:05:00 PM,x,1.04,11.14,11.25602273
10/02/2019,10:10:00 PM,x,1.04,11.17,11.10423409
10/02/2019,10:15:00 PM,x,1.05,11.15,10.97971818
10/02/2019,10:20:00 PM,x,1.04,10.94,10.89338409
10/02/2019,10:25:00 PM,x,1.04,10.8,10.80705
10/02/2019,10:30:00 PM,x,1.04,10.65,10.75253409
10/02/2019,10:35:00 PM,x,1.04,10.68,10.721625
10/02/2019,10:40:00 PM,x,1.04,10.52,10.69886818
10/02/2019,10:45:00 PM,x,1.04,10.5,10.65253409
10/02/2019,10:50:00 PM,x,1.04,10.53,10.61523182
10/02/2019,10:55:00 PM,x,1.04,10.57,10.59250455
10/02/2019,11:00:00 PM,x,1.04,10.8,10.58614091
10/02/2019,11:05:00 PM,x,1.05,10.92,10.56068636
10/02/2019,11:10:00 PM,x,1.04,10.64,10.55523182
10/02/2019,11:15:00 PM,x,1.05,10.53,10.57977727
10/02/2019,11:20:00 PM,x,1.04,10.55,10.61253409
10/02/2019,11:25:00 PM,x,1.04,10.58,10.65165455
10/02/2019,11:30:00 PM,x,1.04,10.4,10.67074545
10/02/2019,11:35:00 PM,x,1.04,10.46,10.68441136
10/02/2019,11:40:00 PM,x,1.04,10.77,10.72441136
10/02/2019,11:45:00 PM,x,1.03,10.89,10.77080455
10/02/2019,11:50:00 PM,x,1.03,11,10.81262273
10/02/2019,11:55:00 PM,x,1.04,11.01,10.84444091
10/03/2019,12:00:00 AM,x,1.04,11.07,10.92080455
10/03/2019,12:05:00 AM,x,1.04,11.08,10.98716818
10/03/2019,12:10:00 AM,x,1.04,11.04,11.01898636
10/03/2019,12:15:00 AM,x,1.04,11.01,11.05080455
10/03/2019,12:20:00 AM,x,1.04,10.93,11.07895682
10/03/2019,12:25:00 AM,x,1.04,11.24,11.09804773
10/03/2019,12:30:00 AM,x,1.04,11.19,11.09713864
10/03/2019,12:35:00 AM,x,1.04,11.12,11.04625909
10/03/2019,12:40:00 AM,x,1.03,11.24,10.98901591
10/03/2019,12:45:00 AM,x,1.04,11.31,10.93631818
10/03/2019,12:50:00 AM,x,1.04,11.22,10.87452955
10/03/2019,12:55:00 AM,x,1.04,11.06,10.79092273
10/03/2019,01:00:00 AM,x,1.03,10.52,10.72095227
10/03/2019,01:05:00 AM,x,1.03,10.41,10.66461818
10/03/2019,01:10:00 AM,x,1.03,10.43,10.58734545
10/03/2019,01:15:00 AM,x,1.03,10.25,10.52282955
10/03/2019,01:20:00 AM,x,1.03,10.32,10.47649545
10/03/2019,01:25:00 AM,x,1.03,10.42,10.43743409
10/03/2019,01:30:00 AM,x,1.03,10.5,10.43107045
10/03/2019,01:35:00 AM,x,1.03,10.39,10.41925227
10/03/2019,01:40:00 AM,x,1.03,10.6,10.39743409
10/03/2019,01:45:00 AM,x,1.03,10.71,10.36834318
10/03/2019,01:50:00 AM,x,1.03,10.63,10.31743409
10/03/2019,01:55:00 AM,x,1.03,10.45,10.25561591
10/03/2019,02:00:00 AM,x,1.03,10.28,10.20834318
10/03/2019,02:05:00 AM,x,1.03,10.19,10.17561591
10/03/2019,02:10:00 AM,x,1.03,9.93,10.126525
10/03/2019,02:15:00 AM,x,1.03,9.76,10.08379773
10/03/2019,02:20:00 AM,x,1.03,9.74,10.01925227
10/03/2019,02:25:00 AM,x,1.03,9.98,9.952918182
10/03/2019,02:30:00 AM,x,1.03,10.03,9.902947727
10/03/2019,02:35:00 AM,x,1.03,10.06,9.860220455
10/03/2019,02:40:00 AM,x,1.03,10.24,9.832038636
10/03/2019,02:45:00 AM,x,1.03,9.92,9.830220455
10/03/2019,02:50:00 AM,x,1.02,9.72,9.842009091
10/03/2019,02:55:00 AM,x,1.02,9.73,9.8311
10/03/2019,03:00:00 AM,x,1.03,9.72,9.807434091
10/03/2019,03:05:00 AM,x,1.03,9.62,9.776525
10/03/2019,03:10:00 AM,x,1.03,9.74,9.729252273
10/03/2019,03:15:00 AM,x,1.04,9.87,9.702888636
10/03/2019,03:20:00 AM,x,1.03,9.86,9.696465909
10/03/2019,03:25:00 AM,x,1.04,9.77,9.699134091
10/03/2019,03:30:00 AM,x,1.03,9.72,9.72365
10/03/2019,03:35:00 AM,x,1.03,9.72,9.752711364
10/03/2019,03:40:00 AM,x,1.03,9.63,9.767256818
10/03/2019,03:45:00 AM,x,1.04,9.65,9.774529545
10/03/2019,03:50:00 AM,x,1.04,9.76,9.780863636
10/03/2019,03:55:00 AM,x,1.04,9.99,9.791772727
10/03/2019,04:00:00 AM,x,1.04,9.94,9.816288636
10/03/2019,04:05:00 AM,x,1.03,9.9,9.854440909
10/03/2019,04:10:00 AM,x,1.04,9.95,9.899865909
10/03/2019,04:15:00 AM,x,1.04,9.93,9.945320455
10/03/2019,04:20:00 AM,x,1.04,9.89,9.963531818
10/03/2019,04:25:00 AM,x,1.04,9.99,9.954470455
10/03/2019,04:30:00 AM,x,1.04,10.14,9.941772727
10/03/2019,04:35:00 AM,x,1.04,10.13,9.953561364
10/03/2019,04:40:00 AM,x,1.04,10.15,9.9845
10/03/2019,04:45:00 AM,x,1.03,9.96,10.03180227
10/03/2019,04:50:00 AM,x,1.03,9.89,10.09543864
10/03/2019,04:55:00 AM,x,1.03,9.8,10.15543864
10/03/2019,05:00:00 AM,x,1.04,10.03,10.20543864
10/03/2019,05:05:00 AM,x,1.03,10.29,10.25362045
10/03/2019,05:10:00 AM,x,1.03,10.45,10.27543864
10/03/2019,05:15:00 AM,x,1.04,10.59,10.23359091
10/03/2019,05:20:00 AM,x,1.04,10.65,10.18707955
10/03/2019,05:25:00 AM,x,1.04,10.69,10.14560909
10/03/2019,05:30:00 AM,x,1.04,10.66,10.08134545
10/03/2019,05:35:00 AM,x,1.04,10.39,9.998331818
10/03/2019,05:40:00 AM,x,1.04,9.5,9.907247727
10/03/2019,05:45:00 AM,x,1.08,9.38,9.812077273
10/03/2019,05:50:00 AM,0,1.22,9.35,9.70625
10/03/2019,05:55:00 AM,0,1.56,9.34,9.601968182
10/03/2019,06:00:00 AM,0,2.05,9.41,9.518884091
10/03/2019,06:05:00 AM,0,2.32,9.49,9.462813636
10/03/2019,06:10:00 AM,0,2.79,9.6,9.489611364
10/03/2019,06:15:00 AM,0,3.32,9.56,9.53465
10/03/2019,06:20:00 AM,0,3.72,9.63,9.588543182
10/03/2019,06:25:00 AM,0.01,3.93,9.84,9.660440909
10/03/2019,06:30:00 AM,0,3.71,9.86,9.721459091
10/03/2019,06:35:00 AM,0.01,3.97,9.89,9.769506818
10/03/2019,06:40:00 AM,0.01,3.99,9.97,9.809661364
10/03/2019,06:45:00 AM,0.02,4.21,10.04,9.854420455
10/03/2019,06:50:00 AM,0.04,4.61,10.23,9.878493182
10/03/2019,06:55:00 AM,0.06,5.09,10.18,9.868075
10/03/2019,07:00:00 AM,0.08,5.75,10.13,9.838384091
10/03/2019,07:05:00 AM,0.12,6.43,10.16,9.775768182
10/03/2019,07:10:00 AM,0.16,6.94,10.17,9.696904545
10/03/2019,07:15:00 AM,0.19,7.88,10.03,9.609454545
10/03/2019,07:20:00 AM,0.31,9.61,9.91,9.525936364
10/03/2019,07:25:00 AM,0.42,10.99,9.77,9.410981818
10/03/2019,07:30:00 AM,0.5,12.24,9.47,9.24905
10/03/2019,07:35:00 AM,0.7,14.99,9.46,9.085377273
10/03/2019,07:40:00 AM,1.08,20.27,9.6,8.913295455
10/03/2019,07:45:00 AM,1.43,24.57,9.96,8.797272727
10/03/2019,07:50:00 AM,1.69,27.69,9.65,8.702534091
10/03/2019,07:55:00 AM,2.06,32.25,9.21,8.615704545
10/03/2019,08:00:00 AM,1.98,30.75,9.15,8.496643182
10/03/2019,08:05:00 AM,2.1,32.26,9.1,8.346852273
10/03/2019,08:10:00 AM,2.15,32.38,9.55,8.172711364
10/03/2019,08:15:00 AM,2.52,37.06,9.76,7.963747727
10/03/2019,08:20:00 AM,3.36,46.84,9.98,7.770902273
10/03/2019,08:25:00 AM,4.84,64.23,9.85,7.691022727
10/03/2019,08:30:00 AM,6.16,80.15,9.93,7.651025
10/03/2019,08:35:00 AM,7.51,95.21,10.12,7.614797727
10/03/2019,08:40:00 AM,8.66,109.45,10.42,7.538579545
10/03/2019,08:45:00 AM,10.91,135.73,11.04,7.459188636
10/03/2019,08:50:00 AM,12.16,145.44,12.01,7.420043182
10/03/2019,08:55:00 AM,11.26,135.98,12.13,7.478290909
10/03/2019,09:00:00 AM,11.5,142.06,12.27,7.563125
10/03/2019,09:05:00 AM,12.28,151.1,12.57,7.6241
10/03/2019,09:10:00 AM,14,170.7,13.23,7.594634091
10/03/2019,09:15:00 AM,14.38,173.32,13.66,7.531638636
10/03/2019,09:20:00 AM,12.36,147.9,13.21,7.371897727
10/03/2019,09:25:00 AM,12.05,148.36,13.08,7.143543182
10/03/2019,09:30:00 AM,14.34,174.88,13.38,6.902884091
10/03/2019,09:35:00 AM,15.8,190.5,12.73,6.653870455
10/03/2019,09:40:00 AM,17.44,210.59,12.78,6.446443182
10/03/2019,09:45:00 AM,18.86,229.66,12.99,6.321025
10/03/2019,09:50:00 AM,21.48,262.5,13.73,6.230454545
10/03/2019,09:55:00 AM,24.23,293.36,14.54,6.218781818
10/03/2019,10:00:00 AM,27.19,328.92,15.61,6.2161
10/03/2019,10:05:00 AM,28.8,347.06,16.68,6.287775
10/03/2019,10:10:00 AM,27.26,325,17.21,6.510675
10/03/2019,10:15:00 AM,25.06,299.17,17.13,6.938168182
10/03/2019,10:20:00 AM,24.79,299.08,17.85,7.426193182
10/03/2019,10:25:00 AM,27.32,331.48,18.44,7.844509091
10/03/2019,10:30:00 AM,29.64,357.01,18.93,8.446609091
10/03/2019,10:35:00 AM,28.44,344.07,19.57,9.221331818
10/03/2019,10:40:00 AM,27.22,328.97,20.92,9.666888636
10/03/2019,10:45:00 AM,27.92,341.63,21.67,10.18510909
10/03/2019,10:50:00 AM,35.62,433.93,23.71,10.75104773
10/03/2019,10:55:00 AM,35.86,433.44,25.63,11.36187273
10/03/2019,11:00:00 AM,32.88,391,26.63,12.15178409
10/03/2019,11:05:00 AM,36.1,444.35,25.99,12.81343182
10/03/2019,11:10:00 AM,36.35,436.08,27.28,13.20796591
10/03/2019,11:15:00 AM,33.94,413.07,27.78,13.58341364
10/03/2019,11:20:00 AM,34.88,425.97,28.23,14.033775
10/03/2019,11:25:00 AM,30.86,373.04,28.14,14.30509545
10/03/2019,11:30:00 AM,28.42,347.82,26.97,14.34402955
10/03/2019,11:35:00 AM,30.89,374.82,26.75,14.86474545
10/03/2019,11:40:00 AM,30.04,361.94,26.46,15.57071136
10/03/2019,11:45:00 AM,32.17,393.5,27.35,15.98188636
10/03/2019,11:50:00 AM,37.27,452.07,29.22,16.07909773
10/03/2019,11:55:00 AM,42.1,522.13,31.32,15.75205682
10/03/2019,12:00:00 PM,38.15,467.8,32.48,15.35742045
10/03/2019,12:05:00 PM,24.18,300.83,30.65,15.08866591
10/03/2019,12:10:00 PM,22.66,276.98,27.88,14.79382273
10/03/2019,12:15:00 PM,20.36,248.76,23.54,14.57201591
10/03/2019,12:20:00 PM,21.36,258.5,20.82,14.50134545
10/03/2019,12:25:00 PM,26.28,322.62,21.81,14.44440909
10/03/2019,12:30:00 PM,28.22,348.86,22.95,14.12999318
10/03/2019,12:35:00 PM,28.64,352.81,22.92,13.40135455
10/03/2019,12:40:00 PM,26.81,327.65,22.77,12.67019773
10/03/2019,12:45:00 PM,24.77,301.22,23.54,12.28302045
10/03/2019,12:50:00 PM,24.17,292.17,23.22,12.28905682
10/03/2019,12:55:00 PM,24.31,293.91,23.37,12.18845909
10/03/2019,01:00:00 PM,23.1,277.6,21.88,12.02758864
10/03/2019,01:05:00 PM,24.17,290.91,20.29,11.90206818
10/03/2019,01:10:00 PM,26.66,316.42,21.48,11.84482727
10/03/2019,01:15:00 PM,24.24,285.38,21.76,11.69242955
10/03/2019,01:20:00 PM,26.95,315.13,20.46,11.84773864
10/03/2019,01:25:00 PM,27.65,325.77,20.43,12.07381364
10/03/2019,01:30:00 PM,30.77,361.14,21.81,12.461025
10/03/2019,01:35:00 PM,33.42,384.87,24,13.05038182
10/03/2019,01:40:00 PM,36.65,419.57,25.71,13.61850909
10/03/2019,01:45:00 PM,32.09,369.45,27.44,14.07106818
10/03/2019,01:50:00 PM,31.76,353.7,27.8,14.69738182
10/03/2019,01:55:00 PM,31.42,352.39,28.57,15.28760455
10/03/2019,02:00:00 PM,31.13,354.82,28.85,15.91970909
10/03/2019,02:05:00 PM,31.62,362.9,29.24,16.30243409
10/03/2019,02:10:00 PM,31.8,338.36,28.46,16.527125
10/03/2019,02:15:00 PM,28.34,300.07,26.86,16.54717045
10/03/2019,02:20:00 PM,26.62,294.31,25.9,16.41894318
10/03/2019,02:25:00 PM,22.01,252.12,25.22,16.19330682
10/03/2019,02:30:00 PM,22.27,243.64,23.62,15.99418864
10/03/2019,02:35:00 PM,23.51,258.29,22.94,15.75498182
10/03/2019,02:40:00 PM,25.15,274.05,24.56,15.52569545
10/03/2019,02:45:00 PM,29,301.1,24.68,15.33654773
10/03/2019,02:50:00 PM,28.07,257.99,23.02,15.260175
10/03/2019,02:55:00 PM,19.9,208.06,21.89,15.15072045
10/03/2019,03:00:00 PM,19.04,208.17,21.58,15.21749091
10/03/2019,03:05:00 PM,19.61,212.58,21.85,15.43167955
10/03/2019,03:10:00 PM,17.08,201.32,21.57,15.471025
10/03/2019,03:15:00 PM,17.4,201.39,22.04,15.56035
10/03/2019,03:20:00 PM,18.76,203.32,22.43,15.66844318
10/03/2019,03:25:00 PM,18,199.81,22.93,15.68578182
10/03/2019,03:30:00 PM,20.69,205.18,23.57,15.80389091
10/03/2019,03:35:00 PM,19.21,207.81,22.84,15.93225909
10/03/2019,03:40:00 PM,19.04,191.79,22.11,16.00217273
10/03/2019,03:45:00 PM,18.41,178.02,21.61,16.01664318
10/03/2019,03:50:00 PM,17.05,159.73,20.51,15.96391364
10/03/2019,03:55:00 PM,12.73,124.81,20.17,15.80493636
10/03/2019,04:00:00 PM,10.14,101.44,19.65,15.58253409
10/03/2019,04:05:00 PM,9.72,90.58,18.74,15.39815
10/03/2019,04:10:00 PM,8.35,76.8,18.15,15.24177955
10/03/2019,04:15:00 PM,8.1,74.09,17.65,15.10785
10/03/2019,04:20:00 PM,7.44,77.31,17.2,15.01975455
10/03/2019,04:25:00 PM,7.03,73.07,16.83,14.84344091
10/03/2019,04:30:00 PM,6.47,71.14,16.37,14.62689318
10/03/2019,04:35:00 PM,7.13,76.1,16.63,14.46222955
10/03/2019,04:40:00 PM,6.24,63.35,16.41,14.32839091
10/03/2019,04:45:00 PM,5.53,54.47,16.12,14.21402727
10/03/2019,04:50:00 PM,5.5,51.87,15.86,14.13475227
10/03/2019,04:55:00 PM,5.1,49.81,15.59,14.09157955
10/03/2019,05:00:00 PM,4.7,50.62,15.63,14.09544545
10/03/2019,05:05:00 PM,3.83,43.33,15.59,14.1011
10/03/2019,05:10:00 PM,3.41,40.49,15.3,14.06603636
10/03/2019,05:15:00 PM,3.4,41.68,15.17,13.99772955
10/03/2019,05:20:00 PM,2.48,31.99,15.02,13.91510455
10/03/2019,05:25:00 PM,1.61,23.37,14.86,13.82140909
10/03/2019,05:30:00 PM,0.92,16.34,14.75,13.70085227
10/03/2019,05:35:00 PM,0.52,10.91,14.32,13.55119545
10/03/2019,05:40:00 PM,0.19,6.82,13.82,13.41769318
10/03/2019,05:45:00 PM,0.01,3.22,13.37,13.30404091
10/03/2019,05:50:00 PM,0,1.83,13,13.17721364
10/03/2019,05:55:00 PM,0,1.27,12.7,13.03312955
10/03/2019,06:00:00 PM,0,1.06,12.57,12.84736591
10/03/2019,06:05:00 PM,0,1.06,12.55,12.67919545
10/03/2019,06:10:00 PM,x,1.07,12.6,12.52621364
10/03/2019,06:15:00 PM,x,1.07,12.62,12.37623182
10/03/2019,06:20:00 PM,x,1.06,12.55,12.25396136
10/03/2019,06:25:00 PM,x,1.06,12.21,12.17370227
10/03/2019,06:30:00 PM,x,1.06,12.15,12.09736818
10/03/2019,06:35:00 PM,x,1.06,11.95,12.02648864
10/03/2019,06:40:00 PM,x,1.06,11.65,11.95651818
10/03/2019,06:45:00 PM,x,1.06,11.63,11.88291136
10/03/2019,06:50:00 PM,x,1.05,11.81,11.81203182
10/03/2019,06:55:00 PM,x,1.05,11.73,11.79203182
10/03/2019,07:00:00 PM,x,1.05,11.77,11.77930455
10/03/2019,07:05:00 PM,x,1.06,11.83,11.78566818
10/03/2019,07:10:00 PM,x,1.06,11.81,11.81021364
10/03/2019,07:15:00 PM,x,1.05,11.77,11.84387955
10/03/2019,07:20:00 PM,x,1.06,11.99,11.868425
10/03/2019,07:25:00 PM,x,1.06,12.01,11.90751591
10/03/2019,07:30:00 PM,x,1.06,12.02,11.92206136
10/03/2019,07:35:00 PM,x,1.06,11.92,11.91663636
10/03/2019,07:40:00 PM,x,1.05,12,11.92212045
10/03/2019,07:45:00 PM,x,1.05,12.08,11.93484773
10/03/2019,07:50:00 PM,x,1.05,12.16,11.91760455
10/03/2019,07:55:00 PM,x,1.05,11.93,11.89854318
10/03/2019,08:00:00 PM,x,1.05,11.77,11.86493636
10/03/2019,08:05:00 PM,x,1.05,11.87,11.82045
10/03/2019,08:10:00 PM,x,1.05,11.91,11.75593409
10/03/2019,08:15:00 PM,x,1.05,11.8,11.66232727
10/03/2019,08:20:00 PM,x,1.05,11.8,11.53872045
10/03/2019,08:25:00 PM,x,1.05,11.65,11.44147727
10/03/2019,08:30:00 PM,x,1.04,11.43,11.363325
10/03/2019,08:35:00 PM,x,1.04,11.29,11.27971818
10/03/2019,08:40:00 PM,x,1.04,11.05,11.19611136
10/03/2019,08:45:00 PM,x,1.04,10.8,11.14795909
10/03/2019,08:50:00 PM,x,1.04,10.86,11.09886818
10/03/2019,08:55:00 PM,x,1.04,10.91,11.06798864
10/03/2019,09:00:00 PM,x,1.04,10.95,11.05798864
10/03/2019,09:05:00 PM,x,1.04,10.99,11.05344318
10/03/2019,09:10:00 PM,x,1.04,11.27,11.04798864
10/03/2019,09:15:00 PM,x,1.05,11.26,11.05071591
10/03/2019,09:20:00 PM,x,1.04,11.31,11.02435227
10/03/2019,09:25:00 PM,x,1.04,11.32,10.97889773
10/03/2019,09:30:00 PM,x,1.04,11.24,10.91980682
10/03/2019,09:35:00 PM,x,1.04,10.99,10.84889773
10/03/2019,09:40:00 PM,x,1.04,10.83,10.74347273
10/03/2019,09:45:00 PM,x,1.04,10.57,10.63625909
10/03/2019,09:50:00 PM,x,1.04,10.41,10.53174318
10/03/2019,09:55:00 PM,x,1.04,10.3,10.44356136
10/03/2019,10:00:00 PM,x,1.04,10.21,10.37810682
10/03/2019,10:05:00 PM,x,1.03,10.11,10.34356136
10/03/2019,10:10:00 PM,x,1.03,10.08,10.30719773
10/03/2019,10:15:00 PM,x,1.03,10.16,10.28901591
10/03/2019,10:20:00 PM,x,1.04,10.35,10.29356136
10/03/2019,10:25:00 PM,x,1.04,10.52,10.32174318
10/03/2019,10:30:00 PM,x,1.04,10.61,10.35901591
10/03/2019,10:35:00 PM,x,1.04,10.43,10.42535
